"NEPAL: Who is doing What, Where (3W)",,Date:,10/2/2015,,,,,,,,
,,,,,,,,,,,
WHO,WHERE (14 districts),,,,WHAT (ongoing and completed activities),,,Beneficiaries,,,
Shelter NFIs,Makawanpur,524 2 06 31,Agra,524 2 06 31 5 032,Distribution of NFI,Household kits (excluding tarpaulins), 198 ,198,Households,,
Shelter NFIs,Makawanpur,524 2 06 31,Tistung,524 2 06 31 5 033,Distribution of Shelter Material,Tarpaulin," 2,766 ",1383,Households,,
Shelter NFIs,Makawanpur,524 2 06 31,Agra,524 2 06 31 5 032,Distribution of Shelter Material,Tarpaulin, 115 ,115,Households,,
Shelter NFIs,Makawanpur,524 2 06 31,Tistung,524 2 06 31 5 033,Distribution of Shelter Material,Tool kits and fixings, 245 ,,Households,,
Shelter NFIs,Makawanpur,524 2 06 31,Agra,524 2 06 31 5 032,Distribution of Shelter Material,Tool kits and fixings, 111 ,,Households,,
Shelter NFIs,Makawanpur,524 2 06 31,Tistung,524 2 06 31 5 033,Shelter Trainings,Community Training,,,Households,,
Shelter NFIs,Makawanpur,524 2 06 31,Agra,524 2 06 31 5 032,Shelter Trainings,Community Training,,,Households,,
Shelter NFIs,Makawanpur,524 2 06 31,Tistung,524 2 06 31 5 033,Shelter Trainings,Specialist Training,,,Households,,
Shelter NFIs,Makawanpur,524 2 06 31,Agra,524 2 06 31 5 032,Shelter Trainings,Specialist Training,,,Households,,
Shelter NFIs,Makawanpur,524 2 06 31,Shripur Chhatiwan,524 2 06 31 5 008,Cash Distribution,Unconditional Cash," 450,000 ",45,Households,,
Shelter NFIs,Makawanpur,524 2 06 31,Makawanpur,,Distribution of Shelter Material,Tarpaulin, 6 , -   ,Households,,
Shelter NFIs,Makawanpur,524 2 06 31,Hetauda,,Distribution of Shelter Material,Tarpaulin, 1 ,1,Households,,
Shelter NFIs,Makawanpur,524 2 06 31,Bhimpedi,,Distribution of Shelter Material,Tarpaulin, 2 ,2,Households,,
Shelter NFIs,Makawanpur,524 2 06 31,Taha,,Distribution of Shelter Material,Tarpaulin, 10 ,10,Households,,
Shelter NFIs,Makawanpur,524 2 06 31,Manthali,524 2 06 31 5 002,Distribution of Shelter Material,Tarpaulin, 4 ,3,Households,,
Shelter NFIs,Makawanpur,524 2 06 31,Phaparbari,524 2 06 31 5 012,Distribution of Shelter Material,Tarpaulin, 8 ,5,Households,,
Shelter NFIs,Makawanpur,524 2 06 31,Shikharpur,524 2 06 31 5 014,Distribution of Shelter Material,Tarpaulin, 8 ,5,Households,,
Shelter NFIs,Makawanpur,524 2 06 31,Tistung,524 2 06 31 5 033,Distribution of Shelter Material,Tarpaulin, 50 ,50,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Chaughoda,524 2 05 28 5 028,Distribution of NFI,Household kits (excluding tarpaulins), 600 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Suryamati,524 2 05 28 5 013,Distribution of Shelter Material,Tarpaulin,600,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Chaughoda,524 2 05 28 5 028,Distribution of Shelter Material,Tarpaulin,600,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Suryamati,524 2 05 28 5 013,Distribution of Shelter Material,Tool kits and fixings,600,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Syaphru,,Distribution of Shelter Material,CGI Bundle (72ft/bundle)," 1,000 ",774,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Syaphru,,Distribution of Shelter Material,Tents,20,40,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Syaphru,,Distribution of Shelter Material,Tarpaulin, 14 ,14,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,Tarpaulin, 93 ,93,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,Tarpaulin, 177 ,177,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin,172,172,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin,54,54,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin,346,346,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,blankets, 241 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,blankets, 137 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,blankets, 131 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Blankets,72,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Blankets,143,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Blankets,92,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Blankets,111,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Blankets, 478 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Blankets, 116 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Blankets, 242 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,blankets, 322 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,blankets, 276 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of NFI,Household kits (excluding tarpaulins), 241 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of NFI,Household kits (excluding tarpaulins), 137 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of NFI,Household kits (excluding tarpaulins), 131 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of NFI,Household kits (excluding tarpaulins), 36 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of NFI,Household kits (excluding tarpaulins), 143 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of NFI,Household kits (excluding tarpaulins), 46 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of NFI,Household kits (excluding tarpaulins), 111 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of NFI,Household kits (excluding tarpaulins), 239 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of NFI,Household kits (excluding tarpaulins), 58 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of NFI,Household kits (excluding tarpaulins), 121 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of NFI,Household kits (excluding tarpaulins), 161 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of NFI,Household kits (excluding tarpaulins), 138 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Tarpaulin,241,241,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Tarpaulin,137,137,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Tarpaulin, 131 ,131,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Tarpaulin,36,36,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Tarpaulin, 143 ,143,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Tarpaulin, 46 ,46,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Tarpaulin, 111 ,111,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Tarpaulin, 239 ,239,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Tarpaulin, 58 ,58,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Tarpaulin, 121 ,121,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Tarpaulin, 161 ,161,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Jiling,524 2 05 28 5 011,Distribution of Shelter Material,Tarpaulin, 138 ,138,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of Shelter Material,Blankets, 18 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of Shelter Material,Blankets, 11 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of Shelter Material,Blankets, 18 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of Shelter Material,Blankets, 9 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of Shelter Material,Blankets, 13 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of Shelter Material,Blankets, 16 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of Shelter Material,Blankets, 10 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of Shelter Material,blankets, 21 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of Shelter Material,blankets, 17 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of NFI,Household kits (excluding tarpaulins), 18 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of NFI,Household kits (excluding tarpaulins),360,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of NFI,Household kits (excluding tarpaulins),11,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of NFI,Household kits (excluding tarpaulins),220,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of NFI,Household kits (excluding tarpaulins),18,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of NFI,Household kits (excluding tarpaulins), 360 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of NFI,Household kits (excluding tarpaulins), 9 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of NFI,Household kits (excluding tarpaulins), 180 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of NFI,Household kits (excluding tarpaulins), 13 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of NFI,Household kits (excluding tarpaulins),260,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of NFI,Household kits (excluding tarpaulins),16,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of NFI,Household kits (excluding tarpaulins),320,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of NFI,Household kits (excluding tarpaulins),10,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of NFI,Household kits (excluding tarpaulins), 200 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of NFI,Household kits (excluding tarpaulins), 21 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of NFI,Household kits (excluding tarpaulins), 420 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of NFI,Household kits (excluding tarpaulins), 17 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of NFI,Household kits (excluding tarpaulins), 340 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of Shelter Material,Tarpaulin, 18 ,18,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of Shelter Material,Tarpaulin, 11 ,11,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of Shelter Material,Tarpaulin, 18 ,18,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of Shelter Material,Tarpaulin,9,9,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of Shelter Material,Tarpaulin, 13 ,13,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of Shelter Material,Tarpaulin, 16 ,16,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of Shelter Material,Tarpaulin, 10 ,10,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of Shelter Material,Tarpaulin, 21 ,21,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Barsunchet,524 2 05 28 5 050,Distribution of Shelter Material,Tarpaulin, 17 ,17,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,Blankets, 602 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of NFI,Household kits (excluding tarpaulins), 301 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,Tarpaulin, 301 ,301,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of NFI,Household kits (excluding tarpaulins), 165 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,Tarpaulin, 91 ,91,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,Tarpaulin, 165 ,165,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,blankets, 91 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,blankets, 330 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of NFI,Household kits (excluding tarpaulins), 182 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,blankets, 406 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,blankets, 438 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,Tarpaulin, 203 ,203,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,Tarpaulin, 219 ,219,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,blankets, 197 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,blankets, 112 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,blankets, 106 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,blankets,454,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,blankets,412,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,blankets, 333 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of NFI,Household kits (excluding tarpaulins), 227 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin, 95 ,95,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin, 25 ,25,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin, 5 ,5,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,Tarpaulin, 227 ,227,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin, 10 ,10,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin, 250 ,250,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,blankets, 232 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,blankets, 174 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,blankets, 300 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,Tarpaulin, 241 ,241,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin,38,38,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin, 280 ,280,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,blankets, 482 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,blankets, 127 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin, 66 ,66,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin, 31 ,31,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,blankets,36,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,blankets,10,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,blankets, 198 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of Shelter Material,blankets, 504 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of NFI,Household kits (excluding tarpaulins)," 2,320 ",,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of NFI,Household kits (excluding tarpaulins)," 2,300 ",,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of NFI,Household kits (excluding tarpaulins), 119 ,119,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Gerkhu,524 2 05 28 5 038,Distribution of NFI,Household kits (excluding tarpaulins)," 1,190 ",,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of NFI,Household kits (excluding tarpaulins), 84 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of NFI,Household kits (excluding tarpaulins), 840 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of NFI,Household kits (excluding tarpaulins),810,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of NFI,Household kits (excluding tarpaulins),1600,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of NFI,Household kits (excluding tarpaulins),790,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of NFI,Household kits (excluding tarpaulins),1350,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of NFI,Household kits (excluding tarpaulins),1160,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of NFI,Household kits (excluding tarpaulins),500,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin,84,84,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin,81,81,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin,160,160,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin,79,79,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin,135,135,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin,116,116,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Duipipal,524 2 05 28 5 002,Distribution of Shelter Material,Tarpaulin,50,50,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,(healthpost),,Distribution of Shelter Material,Tents, 78 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Karki Manakamana,524 2 05 28 5 057,Distribution of Shelter Material,CGI Bundle (72ft/bundle), 180 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,Karki Manakamana,524 2 05 28 5 057,Distribution of Shelter Material,Construction Materials, 275 ,,Households,,
Shelter NFIs,Nuwakot,524 2 05 28,,,Distribution of NFI,Household kits (excluding tarpaulins),1,1,Households,,
